tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,dog_stage,expanded_link_1,expanded_link_2,favorite_count,retweet_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
888917238123831296,2017-07-22 17:22:39-07:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys.  for both ,12,10,Jim,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,,28477,4377,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden retriever,0.714719,True,Tibetan mastiff,0.120184,True,Labrador retriever,0.105506,True
888804989199671297,2017-07-22 09:56:37-07:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.  would do my best ,13,10,Zeke,,https://twitter.com/dog_rates/status/888804989199671297/photo/1,,24991,4161,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden retriever,0.46976,True,Labrador retriever,0.184172,True,English setter,0.0734817,True
888554962724278272,2017-07-21 17:23:06-07:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive.  inspirational af ,13,10,Ralphus,,https://twitter.com/dog_rates/status/888554962724278272/photo/1,,19384,3440,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian husky,0.700377,True,Eskimo dog,0.166511,True,Malamute,0.111411,True
888078434458587136,2017-07-20 09:49:33-07:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.  didn't want the job anyway ,12,10,Gerald,,https://twitter.com/dog_rates/status/888078434458587136/photo/1,,21271,3393,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French bulldog,0.995026,True,Pug,0.000931908,True,Bull mastiff,0.000903211,True
887705289381826560,2017-07-19 09:06:48-07:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.  h*ckin strategic ,13,10,Jeffrey,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,,29513,5238,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
887517139158093824,2017-07-18 20:39:09-07:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor.  paw-inspiring af (IG: roxy.thedoxy) ,14,10,,,https://twitter.com/dog_rates/status/887517139158093824/video/1,,45230,11369,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,Tow truck,0.0291754,False,Shopping cart,0.0263208,False
887473957103951883,2017-07-18 17:47:34-07:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful.  someone help her ,13,10,Canela,,https://twitter.com/dog_rates/status/887473957103951883/photo/1,,67444,17661,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian ridgeback,0.05495,True,Beagle,0.0389148,True
887343217045368832,2017-07-18 09:08:03-07:00,Twitter for iPhone,You may not have known you needed to see this today.  please enjoy (IG: emmylouroo) ,13,10,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,,32927,10132,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican hairless,0.330741,True,Sea lion,0.275645,False,Weimaraner,0.134203,True
887101392804085760,2017-07-17 17:07:08-07:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...  would suffocate in floof ,12,10,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,,29892,5795,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.029704700000000007,True
886983233522544640,2017-07-17 09:17:36-07:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup.  would find her an environment to thrive in ,13,10,Maya,,https://twitter.com/dog_rates/status/886983233522544640/photo/1,,34353,7555,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy terrier,0.143528,True,Can opener,0.0322529,False
886736880519319552,2017-07-16 16:58:41-07:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed , but he needs your help",13,10,Mingus,,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://www.gofundme.com/mingusneedsus,11793,3183,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great pyrenees,0.186136,True,Dandie dinmont,0.08634630000000001,True
886680336477933568,2017-07-16 13:14:00-07:00,Twitter for iPhone,This is Derek. He's late for a dog meeting.  pet...al to the metal ,13,10,Derek,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,,21944,4338,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports car,0.139952,False,Car wheel,0.0441727,False
886366144734445568,2017-07-15 16:25:31-07:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.  deep breaths Roscoe ,12,10,Roscoe,pupper,https://twitter.com/dog_rates/status/886366144734445568/photo/1,,20722,3111,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True
886258384151887873,2017-07-15 09:17:19-07:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix.  someone assist Waffles ,13,10,Waffles,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,,27369,6119,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower cap,0.0252856,False,Siamese cat,0.00284892,False
885984800019947520,2017-07-14 15:10:11-07:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.  pls pet with caution ,12,10,Jimbo,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,,31908,6578,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese mountain dog,0.00623915,True
885528943205470208,2017-07-13 08:58:47-07:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.  would pat noggin approvingly ,13,10,Maisey,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,,35171,6248,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador retriever,0.265835,True,Kuvasz,0.134697,True
885167619883638784,2017-07-12 09:03:00-07:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.  ,13,10,,,https://twitter.com/dog_rates/status/885167619883638784/photo/1,,21423,4266,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True
884925521741709313,2017-07-11 17:01:00-07:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it.  it's delightful, Earl ",12,10,Earl,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,,75672,17750,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian greyhound,0.259916,True,American staffordshire terrier,0.198451,True,Staffordshire bullterrier,0.127725,True
884876753390489601,2017-07-11 13:47:12-07:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.  you're doing great Lola ,13,10,Lola,,https://twitter.com/dog_rates/status/884876753390489601/photo/1,,27290,5457,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich terrier,0.106075,True,Norfolk terrier,0.0373485,True
884562892145688576,2017-07-10 17:00:02-07:00,Twitter for iPhone,This is Kevin. He's just so happy.  what is your secret Kevin ,13,10,Kevin,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,,23752,4560,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True
884441805382717440,2017-07-10 08:58:53-07:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.  (IG: itselizabethgales) ",14,10,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,,26399,5504,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884162670584377345,2017-07-09 14:29:42-07:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.  for dangerously dapper doggo ,12,10,Yogi,doggo,https://twitter.com/dog_rates/status/884162670584377345/photo/1,,19895,2898,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German shepherd,0.707046,True,Malinois,0.199396,True,Norwegian elkhound,0.0491476,True
883838122936631299,2017-07-08 17:00:04-07:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.  super good boy ,12,10,Noah,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,,21411,3358,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,Miniature pinscher,0.299603,True,Kelpie,0.0630203,True
883482846933004288,2017-07-07 17:28:19-07:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",13,10,Bella,,https://twitter.com/dog_rates/status/883482846933004288/photo/1,,44893,9658,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden retriever,0.943082,True,Labrador retriever,0.032409,True,Kuvasz,0.00550072,True
883360690899218434,2017-07-07 09:22:55-07:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.  heroic as h*ck ,13,10,Grizzwald,floofer,https://twitter.com/dog_rates/status/883360690899218434/photo/1,,22182,3603,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,Tibetan mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,2017-07-06 17:17:54-07:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...  would sneak a pat ",13,10,,,https://twitter.com/dog_rates/status/883117836046086144/photo/1,,36335,6481,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden retriever,0.949562,True,Labrador retriever,0.045947900000000014,True,Kuvasz,0.00247094,True
882992080364220416,2017-07-06 08:58:11-07:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.  confirmed great boy ,13,10,Rusty,,https://twitter.com/dog_rates/status/882992080364220416/photo/1,,23424,3816,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo dog,0.466778,True,Siberian husky,0.406044,True,Dingo,0.07341439999999999,False
882762694511734784,2017-07-05 17:46:41-07:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.  would let steal my girl ,12,10,Gus,pupper,https://twitter.com/dog_rates/status/882762694511734784/photo/1,,27657,4773,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador retriever,0.85005,True,Chesapeake bay retriever,0.074257,True,Flat-coated retriever,0.015579399999999997,True
882627270321602560,2017-07-05 08:48:34-07:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.  Phelps is nervous (IG: stanleythe_corgi) ,13,10,Stanley,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,,27313,5928,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,2017-07-04 09:01:23-07:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.  happy 4th Alfy 🇺🇸 ,13,10,Alfy,,https://twitter.com/dog_rates/status/882268110199369728/photo/1,,43937,11281,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden retriever,0.762211,True,Labrador retriever,0.0989849,True,Cocker spaniel,0.0171995,True
882045870035918850,2017-07-03 18:18:17-07:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.  rest easy Koko ",13,10,Koko,,https://twitter.com/dog_rates/status/882045870035918850/photo/1,,28701,4827,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web site,0.949591,False,Dhole,0.0173258,False,Golden retriever,0.00694063,True
881906580714921986,2017-07-03 09:04:48-07:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof.  dangerously pettable ,12,10,Rey,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,,23778,3308,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake bay retriever,0.278966,True,Koala,0.12701700000000002,False
881666595344535552,2017-07-02 17:11:11-07:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.  would boop intensely ,13,10,Gary,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,,49478,10389,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan hound,0.25000300000000003,True,Golden retriever,0.16073900000000002,True
881536004380872706,2017-07-02 08:32:16-07:00,Twitter for iPhone,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds.  paw-inspiring af (IG: puffie_the_chow) ,14,10,,pupper,https://twitter.com/dog_rates/status/881536004380872706/video/1,,48323,15539,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian cat,0.114854,False
881268444196462592,2017-07-01 14:49:04-07:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150.  would pet ,12,10,Elliot,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,,22586,5043,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian elephant,0.245646,False,Ibex,0.0556607,False
880935762899988482,2017-06-30 16:47:07-07:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal.  h*ckin breathtaking ,13,10,Louis,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,,16667,2711,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street sign,0.251801,False,Umbrella,0.115123,False,Traffic light,0.0695338,False
880872448815771648,2017-06-30 12:35:32-07:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...  ,12,10,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,,20802,3730,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,2017-06-29 09:39:47-07:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success.  would perform a sandy boop ,12,10,Bella,,https://twitter.com/dog_rates/status/880465832366813184/photo/1,,27901,6115,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden retriever,0.913255,True,Labrador retriever,0.0263286,True,Cocker spaniel,0.00937082,True
880221127280381952,2017-06-28 17:27:25-07:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.  would snug well ,12,10,Jesse,,https://twitter.com/dog_rates/status/880221127280381952/photo/1,,26434,4105,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True
880095782870896641,2017-06-28 09:09:20-07:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho  ,11,10,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,,27013,4230,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature pinscher,0.120298,True,Rhodesian ridgeback,0.106395,True,Beagle,0.106073,True
879862464715927552,2017-06-27 17:42:13-07:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.  ,13,10,Romeo,,https://twitter.com/dog_rates/status/879862464715927552/photo/1,,21855,3409,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker spaniel,0.00948502,True
879492040517615616,2017-06-26 17:10:17-07:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead.  ,12,10,Bailey,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,,22915,3098,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German short-haired pointer,0.479896,True,Vizsla,0.124353,True,Bath towel,0.0733202,False
879415818425184262,2017-06-26 12:07:24-07:00,Twitter for iPhone,This is Duddles. He did an attempt.  someone help him (vid by Georgia Felici) ,13,10,Duddles,,https://twitter.com/dog_rates/status/879415818425184262/video/1,,103526,43187,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English springer,0.383404,True,Boston bull,0.134967,True,Cardigan,0.110481,True
879376492567855104,2017-06-26 09:31:08-07:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.  would happily get blocked by ,12,10,Jack,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,,16424,3033,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,Labrador retriever,0.0334961,True,Pembroke,0.0188266,True
879050749262655488,2017-06-25 11:56:45-07:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.  would still pet ,11,10,Steven,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,,22054,4591,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,False,Window screen,0.169123,False,Egyptian cat,0.132932,False
879008229531029506,2017-06-25 09:07:47-07:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere.  would protect at all costs ,13,10,Beau,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,,18573,2630,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,0.960513,True,Miniature pinscher,0.00943065,True,American staffordshire terrier,0.0087113,True
878776093423087618,2017-06-24 17:45:22-07:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.  would love back #PrideMonth ,13,10,Snoopy,puppo,https://twitter.com/dog_rates/status/878776093423087618/photo/1,,18994,4026,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian greyhound,0.734684,True,Whippet,0.15048699999999998,True,Ibizan hound,0.0397246,True
878281511006478336,2017-06-23 09:00:04-07:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still  tho. Help him out below",13,10,Shadow,,https://twitter.com/dog_rates/status/878281511006478336/photo/1,https://www.gofundme.com/3yd6y1c,7578,1252,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True
878057613040115712,2017-06-22 18:10:23-07:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.  for all involved ,14,10,Emmy,,https://twitter.com/dog_rates/status/878057613040115712/photo/1,,41120,6642,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French bulldog,0.839097,True,Boston bull,0.07879939999999999,True,Toy terrier,0.0152434,True
877736472329191424,2017-06-21 20:54:17-07:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed.  would tell again ,13,10,Aja,,https://twitter.com/dog_rates/status/877736472329191424/photo/1,,78022,18626,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake bay retriever,0.8379559999999999,True,Labrador retriever,0.0620342,True,Weimaraner,0.0405991,True
877556246731214848,2017-06-21 08:58:08-07:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness.  would enjoy more shampoo options ,12,10,Penny,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,,22242,3711,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,True,Welsh springer spaniel,0.00193621,True,Bathtub,0.000467919,False
